PMID,DB.ID,REF.SENTENCE,ASSOCIATION.CLASS
26661173,id177111,We investigated the effect of hypertension in a transgenic mouse model with Alzheimer's-like pathology (Tg2576) treating them with angiotensin II and L-N(G)-nitroarginine methyl ester.,X
26540269,id177112,"The perforant pathway projection from layer II of the entorhinal cortex to the hippocampal dentate gyrus is especially important for long-term memory formation, and is preferentially vulnerable to developing a degenerative tauopathy early in Alzheimer's disease (AD) that may spread over time trans-synaptically.",A
26401570,id177113,"We performed the ""Okayama Memantine Study II (OMS II)"" to retrospectively evaluate the clinical effects of memantine monotherapy (n = 38) in Alzheimer's disease (AD) patients using seven batteries to assess dementia at the baseline, at 3, 6, and 12 months.",X
25470393,id177114,A review of computerized databases was performed to identify original studies that investigated the impact of the independent and comorbid association of major depressive disorder and type II diabetes mellitus on cognitive function and conversion to Alzheimer's disease.,X
25113378,id177115,Group II mGluR inhibition may offer a unique package of relevant properties as an Alzheimer's disease therapeutic or prophylactic by providing both attenuation of neuropathology and stimulation of repair.,A
24807206,id177116,Angiotensin II (AngII) receptor blockers that bind selectively AngII type 1 (AT1) receptors may protect from Alzheimer's disease (AD).,A
24652899,id177117,The primary goal of the current study was to examine the impact of a caregiving support program on caregivers' perceived health at 6 months following baseline assessment in the Resources for Enhancing Alzheimer's Caregiver Health II (REACH II) intervention.,X
23943781,id177118,"We investigated the expression of multiple inflammatory markers in the brains of 28 non-immunized patients with Alzheimer's disease and 11 patients with Alzheimer's disease immunized against amyloid-β42 (AN1792): microglial ionized calcium-binding adaptor Iba-1, lysosome marker CD68, macrophage scavenger receptor A, Fcγ receptors I (CD64) and II (CD32); and also immunoglobulin IgG, complement C1q and the T lymphocyte marker CD3 using immunohistochemistry.",X
25474763,id177119,"Using baseline data from the Resources for Enhancing Alzheimer's Caregiver Health (REACH) II study, this study examined the relationship between religious coping, burden appraisal, depression, and race among 211 African American, 220 White, and 211 Hispanic caregivers, using structural equation modeling (SEM).",X
23857120,id177120,"In Stage I, all suggestive single-nucleotide polymorphisms (at P<0.001) in a previously reported GWAS of seven independent studies (8082 Alzheimer's disease (AD) cases; 12 040 controls) were selected, and in Stage II these were examined in an in silico analysis within the Cohorts for Heart and Aging Research in Genomic Epidemiology consortium GWAS (1367 cases and 12904 controls).",X
23837729,id177121,"This patent review covers the contents of Hoffman-La Roche and Siena Biotech's patent application WO2012156284 titled '1,3-Oxazines as BACE1 and/or BACE2 Inhibitors.' Beta-site amyloid precursor protein-converting enzyme (BACE1) and BACE2 activities are reported to support the claimed compounds' use as therapeutics for Alzheimer's disease and type II diabetes, respectively.",X
22988239,id177122,Amyloid formation and accumulation is a hallmark of protein misfolding diseases and is associated with diverse pathologies including type II diabetes and Alzheimer's disease (AD).,Y
22449478,id177123,"This study was performed to investigate the levels of angiogenin and vascular endothelial growth factor (VEGF), vascular endothelial growth factor receptorI (VEGFR I), and vascular endothelial growth factor receptor II (VEGFR II) in serums of patients with AD, to compare their levels with control subjects, and to determine whether serum angiogenin, VEGF, VEGFR I, and VEGFR II levels are associated with Alzheimer's disease (AD).",X
21709373,id177124,"We investigated whether angiotensin II receptor blockers (ARBs) and angiotensin converting enzyme inhibitors (ACE-Is) are more strongly associated with Alzheimer's disease (AD), vascular dementia (VaD), and other dementias, than other anti-hypertensive drugs.",X
20309761,id177125,"We pursued these evaluations in the context of clinical trials investigating drugs for macular degeneration, obesity, heart disease, type II diabetes, prostate cancer, and Alzheimer's disease.",X
19639021,id177126,"Hypertriglyceridemia, one widely prevalent syndrome of LPL deficiency and dysfunction, may be a risk factor in the development of dyslipidemia, type II diabetes (T2D), essential hypertension (EH), coronary heart disease (CHD) and Alzheimer's disease (AD).",A
19560462,id177127,"Here we investigated the effects of methylene blue (MB) and dimebon, two compounds that have been reported to be beneficial in phase II clinical trials of Alzheimer's disease (AD), on the formation of TDP-43 aggregates in SH-SY5Y cells.",X
17940659,id177128,Alzheimer's disease and type II diabetes represent two metabolic disorders where dysfunctional protein GlcNAcylation/phosphorylation may be important for disease pathology.,A
17241267,id177129,"We investigated self-assembly and microtubule assembly promoting activities of hyperphosphorylated tau isolated from Alzheimer disease brain cytosol, the AD abnormally hyperphosphorylated tau (AD P-tau) before and after dephosphorylation by phosphoseryl/phosphothreonyl protein phosphatase-2A (PP-2A), and then rephosphorylation by cyclic AMP-dependent protein kinase (PKA), calcium, calmodulin-dependent protein kinase II (CaMKII), glycogen synthase kinase-3beta (GSK-3beta) and cyclin-dependent protein kinase 5 (cdk5) in different kinase combinations.",X
16515449,id177130,"Aggregation in vivo is associated with a wide range of human disorders, including Alzheimer's disease and type II diabetes, medical conditions that are becoming increasingly common in the modern world.",Y
16133543,id177131,"We have investigated the relative preservation of Wisteria floribunda agglutinin (WFA)-positive PNs and parvalbumin-positive neurons in Alzheimer's disease (AD), and the relationship of WFA-positive PNs to parenchymal tau, amyloid beta-peptide (Abeta) and MHC class II antigen (a marker of activated microglia), in paraffin sections of 100 cases with AD and 45 controls.",X
15639790,id177132,"Selective dysfunction of mGlu II receptors may also lead to abnormal protein phosphorylation (i.e., tau phosphorylation), culminating in neurodegenerative disorders (i.e., Alzheimer disease).",A
15127823,id177133,"Detection and identification of compounds having estrogenic effects is of importance in drug discovery programmes within the pharmaceutical industry for their search for ER-subtype selective (ant)agonists which may prove to be of therapeutic value in treating a variety of estrogen-linked pathologies (breast cancer, osteoporosis, cardiovascular disease, type II diabetes and Alzheimer disease).",A
15033922,id177134,"Recent epidemiological evidence indicates that insulin resistance, a proximal cause of Type II diabetes [a non-insulin dependent form of diabetes mellitus (NIDDM)], is associated with an increased relative risk for Alzheimer's disease (AD).",Y
14759628,id177135,"Oxidative stress is associated with Alzheimer's (DAT) and vascular (VD) dementias, as well as Type II diabetes mellitus (DIAB) and affected by hypoglycemic therapy.",Y
11810404,id177136,"Calcium/calmodulin-dependent kinase II (alpha- and beta-CaM kinase II), and phosphorylated mitogen-activated extracellular signal-regulated protein kinase (MAPK/ERK-P), phosphorylated protein kinase of 38 kDa (p38-P) and phosphorylated stress-activated protein kinase (SAPK/JNK-P) expression have been examined in Alzheimer disease (AD), Pick's disease (PiD), progressive supranuclear palsy (PSP) and corticobasal degeneration (CBD).",X
11445253,id177137,"We investigated the immunohistochemical alterations of angiotensin converting enzyme (ACE), angiotensin II and AT1 receptor in the parietal cortex in Alzheimer's dementia (AD) to reveal the contributive role of the brain renin-angiotensin system in the disease process.",X
10514105,id177138,This study aims to investigate the cellular distribution of human cytochrome c oxidase (COX) subunit II (CII) and COX subunit IV (CIV) in Alzheimer's disease relative to control brains.,X
10216202,id177139,The increased levels of sIL-1R type II may reflect a compensatory mechanism to balance an increased release of IL-1 receptor agonists in the Alzheimer's disease brain.,A
10052865,id177140,"Estrogen deficiency, hyperinsulinemia, type II diabetes, atherosclerosis, and a past history of elevated blood pressure may be associated with increased risk of Alzheimer's disease (AD).",A
9775394,id177141,"To examine the involvement of transforming growth factor-beta (TGF-beta) in the pathogenesis of prion diseases, immunohistochemical studies on both TGF-beta isoforms (beta 1, beta 2 and beta 3) and TGF-beta receptor type II (TGF-beta RII) were performed on the cerebral neocortices of 20 cases with human prion diseases, three cases with Alzheimer's disease, and five control cases.",X
8052419,id177142,The relative levels of messenger RNA for brain-derived neurotrophic factor and the alpha subunit of calcium/calmodulin-dependent protein kinase type II were examined in hippocampal sections from Alzheimer's diseased and age matched non-diseased brains by in situ hybridization histochemistry.,X
7685046,id177143,"Alzheimer's disease is associated with increased expression of several immune-related markers in brain, including MHC class II antigens, complement factors and their receptors, and acute-phase proteins.",Y
1378521,id177144,We investigated whether changes in expression of RNA polymerase III (pol III) or heterodisperse RNA polymerase II (pol II) transcripts hybridizing to Alu could be detected in Alzheimer's disease (AD).,X
1511290,id177145,The distribution of the regulatory (RII beta) subunits of type II cAMP-dependent protein kinase in cortical and subcortical areas was examined in human control and Alzheimer's disease (AD) brains.,X
1718565,id177146,We utilized a specific anti-calpain II antibody to examine immunohistochemically whether calpain II is associated with pathological changes in Alzheimer's disease (AD).,Y
7028923,id177147,These findings show that the Alzheimer II change is associated with a loss of immunohistochemically detectable GFA protein in cerebral gray matter.,Y
559221,id177148,Results suggest (1) that the astrocyte response initially reflects an ammonia-induced increased metabolic activity in that cell; (2) that subsequently a gliopathy develops having the light microscopic appearance of the Alzheimer type II change; and (3) that the Alzheimer type II astrocyte change may be responsible for an irreversible clinical course in this experimental condition.,A
28940650,id177149,"Beyond APOE, PHS may help identify asymptomatic individuals at highest risk for developing Alzheimer neurodegeneration.",A
9219960,id177150,An antisense oligonucleotide probe was used to examine the expression of gene encoding the obligatory NMDAR1 subunit of the N-methyl-D-aspartate receptor in the hippocampus and adjacent cortical areas (entorhinal and perirhinal cortices) of seven Alzheimer patients and in the same brain regions of seven control individuals.,X
9219960,id177151,"When followed by changes at the receptor subunit protein level, altered expression of the NMDAR1 gene in Alzheimer brain may contribute, through the formation of N-methyl-D-aspartate receptors with different properties, to the previously reported modified N-methyl-D-aspartate receptor ligand binding, abnormal vulnerability of select neuronal populations to excitotoxic insult, and may also be involved in learning and memory deficits.",A
23986300,id177152,The aims of this study were to examine executive dysfunction using an antisaccade (AS) task in normal elderly (NE) and patients with mild cognitive impairment (MCI) and Alzheimer disease (AD) as well as to evaluate the relationship between AS performance and cortical thinning within AD-associated regions.,X
33422896,id177153,"This review endeavors to exam the potential role of UPS in p-tau aggregation, and how pathogenic tau may inflict other abnormalities such as amyloid beta accumulation in Alzheimer's disease.",A
20427671,id177154,"Since Casp6 is activated in mild cognitive impairment (MCI) and Alzheimer's disease (AD) patients' brains, the targeting of p97 by Casp6 may represent an important step that leads to UPS impairment in AD.",A
8053655,id177155,"The distance between MIC2 and HPRT is sixfold to ninefold greater than that between HPRT and G6PD, suggesting that there may be a ""hot spot"" for breakage in the latter interval on the X chromosome of patients with familial Alzheimer's disease.",A
34504195,id177156,"We have implemented an array of in vitro and ex vivo radiometric binding assays using recombinant HTT, brain homogenate-derived HTT aggregates, and brain sections from mouse HD models and humans post-mortem to investigate binding affinities and selectivity against other pathological proteins from indications such as Alzheimer's disease and spinocerebellar ataxia 1.",X
19282067,id177157,We examined the neurodegenerative pathological processes underlying APS by inducing APS in a transgenic animal model of Alzheimer's disease.,X
24254700,id177158,Our aim was to analyze the incidence of complications and their associated factors so as to determine the impact of LP in the study of CSF biomarkers of Alzheimer's disease.,X
31491967,id177159,The inhibition of Aβ and its interaction with RAGE may be valuable in proposing the next round of lead compounds for effective Alzheimer's disease treatment.,A
23855502,id177160,"Furthermore, RAGE may serve as a therapeutic target for Alzheimer's disease by inhibiting pathophysiological consequences of Aβ-RAGE interaction.",A
20441687,id177161,"In this study, we examined group differences in Abeta and RAGE IgGs, as well as the relationship between both IgGs and cognitive performance in nondiabetic older adults with normal cognition, mild cognitive impairment (MCI), and probable Alzheimer's disease (AD).",X
16286548,id177162,The striking reduction of circulating sRAGE in Alzheimer disease further supports a role for the RAGE axis in this clinical entity and requires further investigation.,X
12722921,id177163,"Regional expression of cytokines (IL-1alpha, TNF-alpha), inducible nitric oxide synthase (iNOS) and neuronal NOS (nNOS) was immunohistochemically investigated in the brains of patients with dementia with Lewy bodies (DLB), compared with those of patients with Alzheimer's disease (AD) and non-demented elderly persons.",X
11556547,id177164,"ASS and inducible NOS (iNOS) expression in neurons and glia was investigated by immunohistochemistry in brains of Alzheimer disease (AD) patients and nondemented, age-matched controls.",X
12754354,id177165,Neuropathological findings of Alzheimer's disease may be found in CADASIL patients.,A
32109623,id177166,"Furthermore, CBD prevents the glycogen synthase kinase 3β (GSK-3β) hyperphosphorylation caused by Aβ and may be developed as a new therapeutic candidate for Alzheimer's disease.",A
7572077,id177167,Using immunohistochemistry we analyzed tau epitope expression and phosphorylation state in CBD and compared them to cytoskeletal changes in Alzheimer's disease (AD) and progressive supranuclear palsy (PSP).,X
7992852,id177168,"Given the presence of tau-positive structures in CBD, we investigated whether abnormalities in tau proteins associated with CBD were similar to those in Alzheimer's disease (AD).",X
9329703,id177169,Of recent interest is the published information that OT may play some role in Alzheimer's disease (AD).,A
11696419,id177170,It is shown here that PBP is associated with neurofibrillary tangles in Alzheimer's disease brain.,Y
28486815,id177171,The aim of this study is to evaluate the association between PIM use and hip fractures in a nationwide cohort of community-dwelling persons ≥65 years old with Alzheimer's disease (AD).,X
25041493,id177172,"Because patients with Alzheimer's disease also have reduced PLA2 activity, the present finding of reduced PLA2 in the BD group may be related to the risk factor for these individuals developing Alzheimer's disease in advanced age.",A
18584113,id177173,"For the first time, we studied PLA2 in cerebrospinal fluid (CSF) in Alzheimer disease (AD), vascular (VD), and mixed Alzheimer/vascular dementia (MD).",X
2239148,id177174,"However, a limited immunohistochemical study revealed that in most cases the NP did not have a neuritic component containing paired helical filaments and in this respect most of the plaques observed in this population may differ from those most strongly associated with Alzheimer disease.",A
26515085,id177175,"Our aim was therefore to compare serum concentrations of KLK6, CLU and ADPN and inflammatory marker, interleukin-6 (IL-6), in patients suffering from Alzheimer's disease (AD), patients with vascular dementia (VAD), cognitively healthy participants (CHP) and those with mild cognitive impairment (MCI).",X
7898047,id177176,"However, the fact that beta PPs interfere with the normal interactions between ECMPs themselves, a process that spontaneously generates a basement membrane, suggests that aspects of ECMP:beta PP binding may be a pathologic part of the amyloidogenic process in Alzheimer's disease.",A
8053657,id177177,These studies suggest that decreased soluble beta PP in CSF may reflect neuropathological processes in Alzheimer's disease involving beta PP.,A
27396818,id177178,To investigate the impact of PPAR -γ and CYP2J2 gene single nucleotide polymorphisms (SNPs) and gene- gene interactions on late-onset Alzheimer's disease (LOAD) risk in Chinese Han population.,X
29310723,id177179,"The presence of pathology related to the deposition of amyloid-β (Aβ) has been recently reported in iatrogenic Creutzfeldt-Jakob disease (iCJD) acquired from inoculation of growth hormone (GH) extracted from human cadaveric pituitary gland or use of cadaveric dura mater (DM) grafts.To investigate this phenomenon further, a cohort of 27 iCJD cases - 21 with adequate number of histopathological sections - originating from Australia, France, Italy, and the Unites States, were examined by immunohistochemistry, amyloid staining, and Western blot analysis of the scrapie prion protein (PrPSc), and compared with age-group matched cases of sporadic CJD (sCJD), Alzheimer disease (AD) or free of neurodegenerative diseases (non-ND).Cases of iCJD and sCJD shared similar profiles of proteinase K-resistant PrPSc with the exception of iCJD harboring the ""MMi"" phenotype.",X
29142239,id177180,"We analyzed 128 suitable frontal cortex samples, from prion-affected patients (variant Creutzfeldt-Jakob disease (vCJD) n = 20, iatrogenic CJD (iCJD) n = 11, sporadic CJD (sCJD) n = 23, familial CJD (gCJD) n = 17, fatal familial insomnia (FFI) n = 9, Gerstmann-Sträussler-Scheinker syndrome (GSS)) n = 4), patients with Alzheimer disease (AD, n = 14) and age-matched controls (n = 30).",X
26354483,id177181,"The marked deposition of parenchymal and vascular Aβ in these relatively young patients with iCJD, in contrast with other prion disease patients and population controls, is consistent with iatrogenic transmission of Aβ pathology in addition to CJD and suggests that healthy exposed individuals may also be at risk of iatrogenic Alzheimer's disease and cerebral amyloid angiopathy.",A
16871401,id177182,"The present study examines, by gel electrophoresis and Western blotting, the expression levels of the water channels aquaporin 1 (AQP1) and aquaporin 4 (AQP4) in the frontal cortex (area 8) homogenates of sporadic CJD cases (six men, four women; seven cases with methionine/methionine at codon 129 and PrP type 1; two cases with valine/valine at codon 129 and PrP type 2, and one case methionine/valine at codon 129 and PrP type 1) compared with age-matched controls, and cases with Alzheimer's disease (AD, stage VI of Braak and Braak) and diffuse Lewy body disease (DLB).",X
15305978,id177183,"The present study examines by immunohistochemistry Dpl expression in brain samples from 10 patients with Alzheimer's disease (AD), three patients with Pick's disease, four patients with Parkinson's disease, eight patients with diffuse Lewy body disease (DLBD), six patients with sporadic Creutzfeldt-Jakob disease (CJD) methionine/methionine at the codon 129, two patients with sporadic CJD methionine/valine at the codon 129 and numerous kuru plaques in the cerebellum, one patient with fatal familial insomnia (FFI), and 10 age-matched controls.",X
15235801,id177184,"To elucidate the role of 14-3-3 proteins in patients with CJD, we performed immunohistochemical studies on 14-3-3 proteins in autopsied brains from five patients with sporadic CJD (sCJD), three patients with Alzheimer's disease (AD), and seven normal control subjects.",X
12692477,id177185,The immunoreactive patterns of CgA and CgB were investigated in CJD and compared to those observed in Alzheimer's disease.,X
12557018,id177186,"We examined paraffin-embedded brain sections of sporadic MV2 Creutzfeldt-Jakob disease (sCJD) with Kuru plaques, sporadic VV2 CJD with plaque-like PrP(sc) (the abnornal form of prion protein) deposits, variant CJD (vCJD) with florid plaques, Gerstmann-Straüssler-Scheinker (GSS) with multicentric plaques and of Alzheimer's disease (AD) with senile plaques.",X
9705125,id177187,"To investigate eventual mutual influences, we screened prominently affected neocortex from 110 neuropathologically proven CJD patients for Alzheimer-type pathology with anti-beta/A4, Bielschowsky and anti-tau (immuno)stains.",X
3542553,id177188,"Accumulation of these proteins may play an important role in the pathogenesis of CJD and scrapie, and constitute a common pathogenetic mechanism in several neurological diseases, including Alzheimer's disease (AD) and senile dementia of the Alzheimer type (SDAT).",A
8634712,id177189,We analyzed 12 families with autosomal dominant early-onset Alzheimer' s disease (EOAD)for mutations in the coding region of the presenilin I (PSNLI) gene corresponding to the AD3 locus on chromosome 14q24.3.,X
16298241,id177190,"In this study, we investigated the presence and role of immunoproteasome and its LMP2 subunit polymorphism at codon 60 in Alzheimer's disease (AD).",X
29278274,id177191,The aim of the present study was to characterize the in vitro binding of AV-1451 to understand and identify potential off-target binding that could explain the poor discrimination observed in PSP patients. [3 H]AV-1451 and AV-1451 were characterized in in vitro binding assays using recombinant and native proteins/tissues from postmortem samples of controls and Alzheimer's disease and PSP patients. [3 H]AV-1451 binds to multiple sites with nanomolar affinities in brain homogenates and to tau fibrils isolated from Alzheimer's disease or PSP patients. [3 H]AV-1451 also binds with similarly high affinities in brain homogenates devoid of tau pathology.,X
29278274,id177192,"High affinity of AV-1451 for monoamine oxidase proteins may limit its utility as a tau PET tracer in PSP and Alzheimer's disease because of high levels of monoamine oxidase expression in brain regions also affected by tau deposition, especially if monoamine oxidase levels change over time or with a treatment intervention. © 2017 International Parkinson and Movement Disorder Society.",A
18362099,id177193,"To investigate the ability of oculomotor performance to differentiate between FTLD, Alzheimer's disease, CBS and PSP, saccades and smooth pursuit were measured in three FTLD subtypes, including 24 individuals with frontotemporal dementia (FTD), 19 with semantic dementia (SD) and six with progressive non-fluent aphasia (PA), as compared to 28 individuals with Alzheimer's disease, 15 with CBS, 10 with PSP and 27 control subjects.",X
17320831,id177194,We used real-time PCR to investigate the level of expression of tau mRNA isoforms and STH mRNA in the frontal cortex and globus pallidus of PSP patients' brains. mRNA levels were compared with those in the brains of two controls groups: healthy controls and Alzheimer's disease patients (AD).,X
12200627,id177195,"Second, we examined PSP cases complicated by infarcts or Alzheimer's disease, since these cases would have reactive astrocytes associated with lesions.",X
11601500,id177196,"To determine the influence of the tau haplotype on tau isoform composition and neuropathology, we studied 25 PSP cases and 6 Alzheimer's disease patients matched for age, sex, and postmortem delay.",X
10482263,id177197,"To determine whether alterations in the expression of the carboxyl-terminal variants of tau contribute to NFT formation, we analyzed tau mRNA isoform expression in select regions of control, Alzheimer's disease, and PSP brains.",X
8301879,id177198,"The elevated levels in PSP cases may reflect an increase with progression of the disease in such pathological structures as neurofibrillary tangles or neuropil threads, while in PD such levels may indicate associated Alzheimer-type pathology.",A
4090942,id177199,We conclude that despite the varied morphology of filaments in neurofibrillary tangles observed in PSP there may be some underlying identity at the molecular level with the PHF of neurofibrillary tangles of Alzheimer's disease.,A
7435158,id177200,The simultaneous occurrence of straight and PHF in one of these cases suggests that the NFT in PSP may be similar to those of Alzheimer type occurring in various conditions.,A
31915254,id177201,"In summary, our preclinical study suggests that targeting PTP1B may be a new strategy to intervene in the progression of AD.SIGNIFICANCE STATEMENT Familial forms of Alzheimer's disease (AD) are tied to mutations in the amyloid precursor protein, but the cellular mechanisms that cause AD remain unclear.",A
34627361,id177202,"This study aimed to clarify the neuropsychiatric symptoms of right-sided predominant semantic dementia (SD-R) by comparing them with those of behavioral variant frontotemporal dementia (bvFTD), left-sided predominant SD (SD-L), and Alzheimer's disease (AD).",X
33137538,id177203,"This study takes a truly social (or second-person) approach and examines changes in real-world social behavior in different dementia syndromes, by analyzing non-scripted social interactions in bvFTD patients (n = 20) and SD patients (n = 20), compared to patients with Alzheimer's disease (AD) (n = 20).",X
23693133,id177204,"We examined the cross-sectional association between SMC severity (as measured using the MAC-Q, a brief SMC questionnaire) and affect, memory, and Alzheimer's disease (AD) biomarkers (β-amyloid deposition and the apolipoprotein E ε4 (APOEε4) allele) in healthy elderly controls (HC; M = 78.74 years, SD = 6.7) and individuals with mild cognitive impairment (MCI; M = 72.74 years, SD = 8.8).",X
23410963,id177205,This study aimed to determine whether a category-specific effect could be highlighted by a semantic sorting task administered to 35 SD patients once at baseline and again after 2 years and to 10 Alzheimer's disease patients (AD).,X
21483699,id177206,"Since there is evidence that implicit learning is intact in amnesic patients, the current study examined memory for objects relevant for navigation in patients with Alzheimer's dementia (AD). 21 AD patients participated with MTL atrophy assessed on MRI (mean MMSE = 21.2, SD = 4.0), as well as 20 age- and education-matched non-demented controls.",X
19280450,id177207,"The factor structure and factorial invariance of the Quality of Life in Alzheimer's Disease (QoL-AD) Scale was investigated in a sample of 653 nondemented, community-dwelling older adults, ages 57 to 95 years (M = 71.62, SD = 8.86), from the Seattle Longitudinal Study.",X
18986528,id177208,"The aim of this study was to determine if changes in latencies and amplitudes of the major waves of Auditory Event-Related Potentials (AERP), correlate with memory status of patients with mild cognitive impairment (MCI) and conversion to Alzheimer's disease (AD). 91 patients with MCI (mean +/- SD age = 66.6 +/- 5.4, MMSE score = 27.7) and 30 age-matched healthy control (AMHC) subjects (mean +/- SD age = 68.9 +/- 9.9) were studied. 54 patients were re-examined after an average period of 14(+/- 5.2) months.",X
17454350,id177209,"In this investigation, we examined 20 MCI patients diagnosed as prodromal Alzheimer's disease, AD (mean Mini-Mental State Examination, MMSE = 26.1; SD = 1.7) and determined the extent to which they could be differentiated from 70 normal elderly controls based on composite measures at 1.5-SD and 2.0-SD cutoffs for impairment.",X
17140156,id177210,"To examine the occurrence of tau pathology in the olfactory system in aged subjects and its relation to the severity of Alzheimer disease (AD) pathology. 273 autopsy cases (167 female, 106 male, aged 61-102, mean 83.2+/-4.5 SD years) underwent a standard neuropathological assessment with immuno-histochemical study of tau and Abeta amyloid in the olfactory bulb and nerve, and diagnosis of AD using established consensus criteria including Braak staging of neuritic AD pathology.",X
11784357,id177211,"In order to assess the impact of traumatic brain injury (TBI) and Apolipoprotein E (ApoE) allele frequency on the development of Alzheimer's disease (AD), we examined: (i) the incidence of AD pathology in 55 consecutive autopsy cases (mean age +/- SD 77.6 +/- 7.3 years) with residual closed TBI lesions and (ii) the frequency of TBI residuals in 53 age-matched autopsy proven AD cases.",X
10476310,id177212,"Twelve women with senile dementia of Alzheimer type (SDAT), and 15 non-demented women (mean age 82.6 years, SD 3.8 vs 81.8 years, SD 3.5) were examined with the orthostatic test.",X
8771229,id177213,"The uptake of serotonin (14C-5-hydroxytryptamine, 5HT) in platelets and its kinetic characteristics were investigated in a group of women (n = 20) with probable Alzheimer's Disease (mean age = 76.0, years, SD = 8.27, range = 63-88) and in healthy normal women (n = 18, mean age = 72.6 years, SD = 7.24, range = 61-84).",X
12039863,id177214,"We conclude that cells may transiently use increased expression of the DSCR1 (Adapt78) gene product calcipressin 1 to provide short-term protection against acute oxidative stress and other calcium-mediated stresses, whereas chronic overexpression may be associated with Alzheimer disease progression.",A
21803373,id177215,"Polysomnograhic (PSG) studies in Alzheimer's disease (AD) show REM sleep abnormalities, which may be indicative for the deterioration of cholinergic pathways and probably closely linked to declarative memory impairment.",A
20541418,id177216,"We studied iNOS and PER1 mRNA expression using real-time polymerase chain reaction in peripheral leukocytes during REM sleep, non-REM sleep and wake stages in patients with Alzheimer's disease (AD, n=5), patients with mild cognitive impairment (MCI, n=8) and controls (n=9) during polysomnography examination.",X
16494088,id177217,"Examine the effects of donepezil on sleep and rapid eye movement (REM) sleep electroencephalogram (EEG) in patients with Alzheimer disease, using polysomnography, and the correlation between REM sleep EEG parameters and cognitive scores.",X
9693995,id177218,"The investigation was based on the theoretical framework of the cholinergic-aminergic imbalance model of depression, the cholinergic deficit hypothesis of Alzheimer's disease and the reciprocal interaction model of Non-REM/REM sleep regulation, according to which REM sleep parameters should have high discriminative value to differentiate OAD and DAT.",X
8814420,id177219,"This study aimed at examining correlations between quantitative REM sleep EEG, regional cerebral blood flow measured by single photon emission computerized tomography (SPECT) and global cognitive functioning in nine patients with mild to moderate Alzheimer's disease.",X
2490904,id177220,"Thus, while depression is associated with REM sleep disinhibition and extreme sleep fragmentation (e.g., sleep onset REM periods and early morning awakenings), Alzheimer's disease is associated with deficits in the production of phasic activity during sleep (e.g., rapid eye movements and K-complexes) and with increased rates of sleep-disordered breathing.",Y
6733181,id177221,"To determine what changes, if any, of REM measures occur in Alzheimer's dementia we examined the REM sleep of nine control and nine mild, nine moderate, and nine severe dementia subjects with probable Alzheimer's disease (AD).",X
33622918,id177222,"Using arterial spin-labelling perfusion weighted magnetic resonance imaging (ASL PWI), we investigated the frequency of CCD in patients with Alzheimer's disease (AD) and differences between patients with and without CCD.",X
1315381,id177223,The specific changes in PI kinase but not PIP kinase activity suggest that the findings may have functional relevance to the involvement of brain membrane processes in Alzheimer's disease.,A
30278855,id177224,"Within the Alzheimer's Disease Neuroimaging Initiative, we investigated longitudinal change in the discrepancy between self- and informant-reported SCC across empirically derived subtypes of MCI and normal control (NC) participants.",X
28320113,id177225,"Here, we analyzed levels of PEDF in paired CSF and serum samples by ELISA in patients with Alzheimer's disease (AD, n=12), frontotemporal dementia (FTD, n=6), vascular dementia (n=4), bacterial meningitis (n=8), multiple sclerosis (n=32), pseudotumor cerebri (n=36), and diverse non-inflammatory neurological diseases (n=19).",X
33246408,id177226,The aim of this study was to examine the impact of different aspects of physical performance and cognitive functions on ADL in patients suffering from mild-to-moderate Alzheimer's disease.,X
33246408,id177227,"No significant association between examined physical performance parameters and ADL functions was observed, and consequently does not support an impact of physical function on ADL functions in patients with mild-to-moderate Alzheimer's disease and relatively well-preserved physical function.",X
33246408,id177228,Strategies aimed to improve cognition may be better suited to improve ADL function in patients with mild-to-moderate Alzheimer's disease.,A
27571265,id177229,"This study examined the association between impaired basic ADL and survival of AD patients, and proposed a multistate approach for modeling the time to death for patients who demonstrate different patterns of progression of AD that do or do not include basic ADL impairment. 1029 patients with probable AD at the Baylor College of Medicine Alzheimer's Disease and Memory Disorders Center met the criteria for this study.",X
25328102,id177230,The aim was to explore associations between ADL performance and perceived ability to use ET among older adults with mild stage Alzheimer's disease (AD) and mild cognitive impairment (MCI).,X
27587951,id177231,"We investigated whether volumetric analysis of T1 hyperintensity for SN could be used to differentiate between Parkinson's disease dementia (PDD), Alzheimer's disease (AD) and age-matched controls.",X
27132982,id177232,Our aim was to explore specific echogenic alterations of the SN in dementia with Lewy bodies (DLB) compared to Alzheimer's disease (AD).,X
10860784,id177233,"We have used Western blotting to examine the expression levels and solubility of alpha SN in brain homogenates from dementia with Lewy bodies (DLB), Parkinson's disease (PD), Alzheimer's disease (AD), and normal controls using samples from the parahippocampus/transentorhinal cortex.",X
9043643,id177234,"The DNA minor groove binders netropsin, distamycin and four structurally related bisquaternary ammonium heterocycles (BQA), SN 6999, SN 6570, SN 6132 and SN 6131, were investigated for sequence-specific interactions with the 154 base pair fragment of cDNA of the human Tau 40 protein (h Tau 40 protein), involved in pathology of Alzheimer's disease.",X
